Course code,Course title
OPTOM134 , Immunology 
OPTOM139 , Colour Vision 
OPTOM148 , Clinical Experience 1 
OPTOM150 , Optometric Jurisprudence 
OPTOM152 , Clinical Techniques 1 
OPTOM152L , Clinical Techniques 1 Laboratory 
OPTOM158 , Clinical Experience 2 
OPTOM170 , Public Health Optometry 
OPTOM215 , Systemic Disease 
OPTOM216 , Ophthalmic Optics 1 
OPTOM219 , Visual Perception 2: Monocular and Binocular Visual Processes 
OPTOM231 , Introductory Clinical Pharmacology 
OPTOM243 , Neurophysiology of Vision 
OPTOM245 , Diseases of the Eye 1 
OPTOM245L , Diseases of the Eye 1 Laboratory 
OPTOM246 , Ophthalmic Optics 2 
OPTOM248 , Clinical Experience 3 
OPTOM252 , Clinical Techniques 2 
OPTOM252L , Clinical Techniques 2 Laboratory 
OPTOM255 , Diseases of the Eye 2 
OPTOM255L , Diseases of the Eye 2 Laboratory 
OPTOM258 , Clinical Experience 4 
OPTOM261 , Clinical Ocular Pharmacology 
OPTOM262 , Clinical Techniques 3 
OPTOM272 , Strabismus and Aniseikonia 
OPTOM342A , Case Analysis and Optometric Therapies 1 
OPTOM342B , Case Analysis and Optometric Therapies 2 
OPTOM346 , Ophthalmic Optics 3 
OPTOM347 , Contact Lenses 1 
OPTOM347L , Contact Lenses 1 Laboratory 
OPTOM348A , Optometry Clinics 
OPTOM348B , Optometry Clinics 
OPTOM360 , Professional Ethics and Optometric Communication 
OPTOM365 , Ophthalmic Lasers and Refractive Surgery 
OPTOM367 , Contact Lenses 2 
OPTOM375 , Diseases of the Eye 3 
OPTOM375L , Diseases of the Eye 3 Laboratory 
OPTOM377 , Pediatric Optometry and Learning Disabilities 
OPTOM380 , Practice Management 
OPTOM385 , Clinical Medicine for Optometric Practice 
OPTOM387 , Low Vision and Geriatrics 
OPTOM412 , Case Analysis 3 
OPTOM441 , Optometry Research Proposal 
OPTOM451 , Optometry Research Project 
OPTOM458 , Clinical Clerkship 1 
OPTOM460 , Advanced Study Topics 
OPTOM461S , Optometry Seminar 
OPTOM468 , Clinical Clerkship 2 
OPTOM477 , Clinical Techniques 4 
OPTOM478 , Clinical Clerkship 3 
OPTOM488 , Exit Exam Remediation 
PACS101 , Peace is Everybody's Business 
PACS201 ," Roots of Conflict, Violence, and Peace "
PACS202 , Conflict Resolution 
PACS203 , A History of Peace Movements 
PACS290 , Special Topics in Peace and Conflict Studies 
PACS301 , Special Topics in Peace and Conflict Studies 1 
PACS302 , Special Topics in Peace and Conflict Studies 2 
PACS310 , Peace and the Environment 
PACS311 , Doing  Development: Issues of Justice and Peace 
PACS312 , Quest for Peace in Literature and Film 
PACS313 , Community Conflict Resolution 
PACS314 , Restorative Justice and Transformative Education 
PACS315 , Engineering  and Peace 
PACS316 ," Violence, Non Violence, and War"
PACS318 , Peacebuilding  in Divided Societies 
PACS320 , Christian Ap proaches to Peacemaking 
PACS321 , Gender in War & Peace 
PACS323 , Negotiation: Theories and Strategies 
PACS324 ," Human Rights, Peace, and Business "
PACS325 , Refugees and Forced Migration 
PACS326 , Religion and Peacebuilding 
PACS327 , Cultural Ap proaches to Conflict Resolution 
PACS328 , Fair Trade 
PACS329 , Restorative Justice 
PACS330 , War and Peace in Christianity 
PACS331 ," Trauma, Healing, and Social Transformation "
PACS332 , Ethics of Peacebuilding 
PACS333 , Advanced Mediation Practice 
PACS335 , Perspectives in Music and Peace 
PACS336 ," Christianity, Violence, and the Bible "
PACS390 , Internship 
PACS391 , Conflict Resolution Skills 
PACS395 , Peace and Conflict Studies Travel Course 
PACS398 , Directed Readings in Peace and Conflict Studies 
PACS399 , Directed Readings in Peace and Conflict Studies 
PACS401 , Senior Research Seminar 
PACS402 , Senior Research Seminar 
PACS490 , Special Topics in Peace and Conflict Studies 
PHARM110 , Systems Ap proach to the Study of the Human Body 1 
PHARM111 , Systems Ap proach to the Study of the Human Body 2 
PHARM120 , Pharmacy in an Evolving  Healthcare System 
PHARM124 , Pharmaceutics 1 
PHARM125 , Pharmaceutics 2 
PHARM126 , Pharmaceutical Calculations 
PHARM127 , Professional Communication Skills in Pharmacy Practice 
PHARM129 , Professional Practice 1 
PHARM130 , Professional Practice 2 
PHARM141 ," Introduction to Medicinal Chemistry, Toxicology and Pharmacology "
PHARM150 , World of Pharmacy   From Drug  Discovery to Patient Care
PHARM151 , Foundation and Ap plication of Health Informatics 
PHARM155 , Introduction to Drug  Information Fundamentals 
PHARM220 , Integrated Patient Focused Care 1 
PHARM221 , Integrated Patient Focused Care 2 
PHARM222 , Integrated Patient Focused Care 3 
PHARM223 , Integrated Patient Focused Care 4 
PHARM224 , Pharmacokinetic Fundamentals 
PHARM226 , Pharmacy Management 
PHARM228 , Professional Practice 3 
PHARM229 , Professional Practice 4 
PHARM230 , Culturally Safe Patient Care 
PHARM232 , Medical Microbiology 
PHARM290 , Seminars in Pharmacy 1 
PHARM320 , Integrated Patient Focused Care 5 
PHARM321 , Integrated Patient Focused Care 6 
PHARM323 , Integrated Patient Focused Care 7 
PHARM324 , Integrated Patient Focused Care 8 
PHARM326 , Institutional Pharmacy Practice 
PHARM329 , Professional Practice 5 
PHARM330 , Professional Practice 6 
PHARM352 , Pharmacy Management in Institutional Settings 
PHARM353 , Entrepreneurship in Pharmacy 
PHARM361 , Advanced Compounding 
PHARM362 , Advanced Patient Self Care 
PHARM363 , Global Infectious Disease Management 
PHARM364 , The Pharmacist as Educator 
PHARM366 , Concepts in Nutritional Sciences 
PHARM367 , Pediatric Pharmacy 
PHARM368 , Advanced Drug Information and Evidence Based Medicine
PHARM370 , Personal & New Venture Financial Management 
PHARM372 , Strategic Global Health and Pharmacy Practice 
PHARM373 , Healthcare Delivery in Rural and Underserved Populations 
PHARM374 , Complementary and Alternative Medicine 
PHARM375 , Interprofessional Ap proaches to Substance Use and Misuse and Mental Health 
PHARM376 , Practicing Pharmacy with Diverse Populations 
PHARM377 , Drug Induced Disease
PHARM378 , Advanced Women's Health Pharmacotherapeutics 
PHARM379 , Ethical Decision Making  in Pharmacy Practice
PHARM380 , Landmark Clinical Trials 
PHARM391 , Seminars in Pharmacy 2 
PHARM392 , Seminars in Pharmacy 3 
PHARM400 , Independent Study 1 
PHARM401 , Independent Study 2 
PHARM422 , Integr ated Patient Focused Care 9 
PHARM425 , Symposium 
PHARM430 , Clinical Rotation 1: Primary Care 
PHARM440 , Clinical Rotation 2: Institutional 
PHARM450 , Clinical Rotation 3: Elective 
PHARM460 , Leadership in Pharmacy 
PHARM461 , Advanced Patient Safety 
PHARM462 , Interprofessional Case Management 
PHARM464 , Advanced Therapeutic Concepts in Oncology 
PHARM465 , Critical Care and Emergency Medicine for Pharmacists 
PHARM466 , Advanced Geriatric Care 
PHARM467 , Management of Oral Anticoagulation Therapy 
PHARM469 , Pharmacoepidemiology and Pharmacy Practice 
PHARM472 , Community Practice in a Changing  Environment 
PHARM473 , Advanced Infectious Disease 
PHARM474 , Advanced Pharmacotherapeutics in the Hospital Setting 
PHARM475 , Advanced Pharmacotherapeutics in the Ambulatory Care Setting 
PHARM476 , Advanced Skills in Patient Engagement 
PHARM491 , Seminars in Pharmacy 4 
PHIL100J , Introduction to Philosophy 
PHIL101 , Challenging  Ideas: An Introduction to Philosophy 
PHIL110A , Introduction to Philosophy: Knowledge and Reality 
PHIL110B , Introduction to Philosophy: Ethics and Values 
PHIL118J , Virtue and the Good Life 
PHIL120J , The Meaning  of Life 
PHIL121 , Moral Issues 
PHIL125 , Happiness 
PHIL145 , Critical Thinking 
PHIL200J , Aristotelian Logic 
PHIL201 , Philosophy of Sex and Love 
PHIL202 , Gender Issues 
PHIL204J , Philosophy and Culture 
PHIL205 , Philosophy of Economics 
PHIL206 , Philosophy of Sport 
PHIL207J , Philosophy and J.R.R. Tolkien 
PHIL208 , Philosophy Through Science Fiction 
PHIL209 , Philosophy in Literature 
PHIL210J , Human Nature 
PHIL211J , Death and the After Life
PHIL215 , Professional and Business Ethics 
PHIL216 , Probability and Decision Making 
PHIL218J , Foundations of Ethics 
PHIL219J , Practical Ethics 
PHIL220J , Philosophy of Friendship 
PHIL221 , Ethics 
PHIL224 , Environmental Ethics 
PHIL226 , Biomedical Ethics 
PHIL227 , Culture and Ethics 
PHIL228 , Ethics and Artificial Intelligence 
PHIL230J , God and Philosophy 
PHIL237 , Introduction to the Philosophy of Religion 
PHIL240 , Introduction to Formal Logic 
PHIL246 , Scientific Revolutions 
PHIL251 , Metaphysics and Epistemology 
PHIL252 , Quantum Mechanics for Everyone 
PHIL255 , Philosophy of Mind 
PHIL256 , Introduction to Cognitive Science 
PHIL257 , Philosophy of Mathematics 
PHIL258 , Introduction to the Philosophy of Science 
PHIL259 , Philosophy of Technology 
PHIL260 , Ancient Science 
PHIL262J , Postmodernist Philosophy 
PHIL265 , The Existentialist Experience 
PHIL271 , Special Topics 
PHIL283 , Great Works: Ancient and Medieval 
PHIL284 , Great Works: Modern 
PHIL285J , Great Christian Thinkers 
PHIL286J , Great German Thinkers 
PHIL290 , Nature of Scientific Knowledge 
PHIL291 , The Social Nature of Knowledge 
PHIL302 , Topics in Feminist Philosophy 
PHIL305J , Philosophy of Nature 
PHIL315 , Ethics and the Engineering  Profession 
PHIL319J , Ethics of End of
PHIL320 , Topics in Value Theory 
PHIL321J , The Philosophy of Palliative Care 
PHIL324 , Social and Political Philosophy 
PHIL326J , Philosophy of Social Justice 
PHIL327 , Philosophy of Law 
PHIL328 , Human Rights 
PHIL329 ," Violence, Non Violence, and War"
PHIL331 , Philosophy of Art 
PHIL340 , Topics in Formal Philosophy 
PHIL350 , Topics in Epistemology 
PHIL355 , Topics in Metaphysics 
PHIL356 ," Intelligence in Machines, Humans, and Other Animals "
PHIL358 , Topics in Philosophy of Science 
PHIL363 , Philosophy of Language 
PHIL371 , Special Topics 
PHIL380 , History of Ancient Philosophy 
PHIL382 , Medieval Philosophy 
PHIL384 , History of Modern Philosophy 
PHIL386 , 19th  and 20th
PHIL402 , Studies in Feminist Philosophy/Philosophy of Sex 
PHIL403 , Studies in Ancient Philosophy 
PHIL404 , Studies in Medieval Philosophy 
PHIL405 , Studies in Modern Philosophy 
PHIL407 , Studies in 19th  and 20th
PHIL416 , Studies in Probability and Decision Theory 
PHIL420 , Studies in Ethics 
PHIL422 , Studies in Political Philosophy 
PHIL441 , Studies in Logic 
PHIL447 , Seminar in Cognitive Science 
PHIL450J , Being  and Existence 
PHIL451J , Thomas Aquinas 
PHIL452 , Studies in Epistemology 
PHIL455 , Studies in Metaphysics 
PHIL458 , Studies in the Philosophy of Science 
PHIL459 , Studies in the Philosophy of Physics 
PHIL463 , Studies in the Philosophy of Language 
PHIL471 , Special Topics 
PHIL472 , Special Topics 
PHIL481 , Special Topics 
PHIL482 , Special Topics 
PHIL498 , Directed Reading  in Special Areas 
PHYS10 , Physics Seminar 
PHYS105 , Introduction to Physics for Health Care Professions 
PHYS111 , Physics 1 
PHYS111L , Physics 1 Laboratory 
PHYS112 , Physics 2 
PHYS112L , Physics 2 Laboratory 
PHYS115 , Mechanics 
PHYS121 , Mechanics 
PHYS121L , Mechanics Laboratory 
PHYS122 ," Waves, Electricity and Magnetism "
PHYS122L ," Waves, Electricity and Magnetism Laboratory "
PHYS124 , Modern Physics 
PHYS160L , Introductory Measurement Laboratory 
PHYS175 , Introduction to the Universe 
PHYS175L , Introduction to the Universe Laboratory 
PHYS225 , Modeling  Biological Physics 
PHYS233 , Introduction to Quantum Mechanics 
PHYS234 , Quantum Physics 1 
PHYS242 , Electricity and Magnetism 1 
PHYS249 , Linear Algebra for Physics and Astronomy 
PHYS256 , Geometrical and Physical Optics 
PHYS260A , Intermediate Physics Laboratory 1 
PHYS260B , Intermediate Physics Laboratory 2 
PHYS263 , Classical Mechanics and Special Relativity 
PHYS267 ," Probability, Statistics, and Data Analysis for Physics and Astronomy "
PHYS270L ," Astronomical Observations, Instrumentation, and Data Analysis Laboratory "
PHYS275 , Planets 
PHYS280 , Introduction to Biophysics 
PHYS334 , Quantum Physics 2 
PHYS335 , Condensed Matter Physics 
PHYS342 , Electricity and Magnetism 2 
PHYS349 , Advanced Computational Physics 
PHYS358 , Thermal Physics 
PHYS359 , Statistical Mechanics 
PHYS360A , Modern Physics Laboratory 1 
PHYS360B , Modern Physics Laboratory 2 
PHYS363 , Intermediate Classical Mechanics 
PHYS364 , Mathematical Physics 1 
PHYS365 , Mathematical Physics 2 
PHYS370L , Astronomy Laboratory 1 
PHYS375 , Stars 
PHYS380 , Molecular and Cellular Biophysics 
PHYS383 , Medical Physics 
PHYS391 , Electronics 
PHYS391L , Electronics Laboratory 
PHYS393 , Physical Optics 
PHYS394 , Light Matter Interactions
PHYS395 , Biophysics of Therapeutic Methods 
PHYS396 , Biophysics of Imaging 
PHYS434 , Quantum Physics 3 
PHYS435 , Current Topics in Condensed Matter Physics 
PHYS437A , Research Project 
PHYS437B , Research Project (Continued) 
PHYS442 , Electricity and Magnetism 3 
PHYS444 , Introduction to Particle Physics 
PHYS449 , Machine Learning  in Physics 
PHYS454 , Quantum Theory 2 
PHYS460A , Advanced Laboratory 1 
PHYS460B , Advanced Laboratory 2 
PHYS467 , Introduction to Quantum Information Processing 
PHYS468 , Introduction to the Implementation of Quantum Information Processing 
PHYS474 , Galaxies 
PHYS475 , Cosmology 
PHYS476 , Introduction to General Relativity 
PHYS483 , Advanced Therapeutic Concepts in Oncology and Medical Physics 
PHYS484 , Quantum Theory 3: Quantum Information and Foundations 
PHYS490 , Special Topics in Physics 
PLAN100 , Urbanization Today: Introduction to Cities and Regions 
PLAN102 , Professional Communication 
PLAN103 , Planning  Governance and Administration 
PLAN107 ," How Plans are Made: Processes, Stages, and Strategies "
PLAN110 , Visual Communication and Design for Planners 
PLAN133 ," Planning  for Equity, Justice, and the Public Interest "
PLAN202 , Transportation and Housing: A Systems Ap proach 
PLAN203 , Transportation Planning  and Mobility 
PLAN205 , Spatial and Demographic Analysis in Planning 
PLAN210 , Community Design Fundamentals for Planners 
PLAN211 , Design Studio Foundations 
PLAN233 , Social Planning  and Community Development 
PLAN240 , Environmental Planning  and Policy 
PLAN246 , Tools for Public Participation 
PLAN262 , Introduction to Global Emerging  Cities 
PLAN267 , Technology in the City 
PLAN281 , Introduction to Geographic Information Systems (GIS) 
PLAN300 , Planning  Theory and Ethics 
PLAN309 , Site Planning  and Design Studio 
PLAN320 , Economic Analyses for Regional Planning 
PLAN333 , Neighbourhood and Community Planning 
PLAN340 , Canadian Environmental Policy and Politics 
PLAN341 , Ecology and Conservation for Planning 
PLAN346 , Advanced Tools for Planning: Public Participation and Mediation 
PLAN348 , Planning to Confront Climate Change 
PLAN349 , Urban Form and Spatial Structure 
PLAN350 , Research Methods for Planners 
PLAN351 , Multivariate Statistics 
PLAN353 , Spatial Analysis 
PLAN358 , Planning Agricultural Systems 
PLAN375 , Municipal Finance and Land Economics 
PLAN380 , Crime and the City 
PLAN381 , Advanced Geographic Information Systems 
PLAN387 , Spatial Databases 
PLAN401 ," Conflict, Negotiation, and Tribunals in Planning "
PLAN403 ," Professional Practice, Public and Private Administration "
PLAN405 , Integrated Planning  Project 
PLAN408 , Urban Design Seminar 
PLAN409 , Community Design Studio 
PLAN414 , Heritage Conservation Planning 
PLAN415 , Urban Planning and Development in Transitional China 
PLAN416 , Modelling the City 
PLAN417 ," Aggregate Resources Planning, Development, and Management "
PLAN418 , Spatial Demography 
PLAN419 , Planning Climate Change and Community 
PLAN431 , Issues in Housing 
PLAN432 , Health and the Built Environment 
PLAN433 , Social Issues in Planning 
PLAN440 , Urban Services 
PLAN441 , Disabling  Environments and Accessibility in Planning 
PLAN442 , Indigenous Peoples and Planning 
PLAN443 , Planning  for Ethno Cultural Diversity and Difference
PLAN445 , Gender and Queer Inclusive Planning 
PLAN451 , Environmental Planning  in Rural and Regional Systems 
PLAN452 , Policy Analysis and Evaluation for Planners 
PLAN453 , Urban Stormwater Management 
PLAN468 , Introduction to Agent Based Modelling
PLAN471 , Planning  and Municipal Law 
PLAN474 , Special Topics in Planning 
